id,username,email,role,manager,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
993,mahitha,mahitha@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3872.47,84169,2024-04-21,15:04:59,36.226886,25.577144,1,8,36.0
994,kruthika,kruthika@gmail.com,Fleet Manager,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4670.61,92944,2024-03-20,10:16:00,75.300731,7.677643,0,96,408.0
995,abhishek,abhishek@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3885.22,65650,2024-03-25,01:24:52,-87.974908,143.828622,0,40,194.0
996,shree,shree@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3966.68,71165,2024-11-12,02:54:37,-86.168736,-8.172065,0,93,418.5
997,divya,divya@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4492.05,46650,2024-08-10,05:34:16,-73.919856,61.155252,1,82,385.4
998,manisha,manisha@gmail.com,Driver,santhosh,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2699.73,92379,2024-01-23,15:48:44,-15.309747,-122.39877,0,49,220.5
999,teja,teja@gmail.com,Fleet Manager,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4027.73,19653,2024-11-04,08:03:44,-86.091383,159.633624,0,73,328.5
1000,ram,ram@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3466.06,07510,2024-06-27,15:26:52,20.21887,52.946506,1,54,248.4
1001,sanasya,sanasya@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4854.5,49777,2024-03-13,14:14:23,-50.693738,-111.137638,1,13,63.05
1002,akshaya,akshaya@gmail.com,Fleet Manager,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4249.0,57443,2024-04-05,12:00:27,-15.616303,127.457238,1,11,50.6
1003,mahitha,mahitha@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4087.23,86426,2024-08-28,20:36:41,-27.989235,175.805632,1,53,238.5
1004,kruthika,kruthika@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2892.43,56968,2024-10-10,02:05:15,-11.980163,-88.034024,1,97,412.25
1005,abhishek,abhishek@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1509.59,35091,2024-11-20,16:23:06,38.003224,91.973443,1,5,22.5
1006,shree,shree@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3696.7,34210,2024-04-04,11:31:16,87.526469,-157.992899,1,60,255.0
1007,divya,divya@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4139.4,58995,2024-03-09,21:31:51,23.64457,131.093428,0,31,131.75
1008,manisha,manisha@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2450.24,61886,2024-06-18,22:17:56,-18.540435,-103.268408,0,69,334.65
1009,teja,teja@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2408.68,20986,2024-10-31,21:36:01,83.728103,-5.076345,0,99,465.3
1010,ram,ram@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1858.41,44286,2024-04-29,03:43:04,12.8456,150.582541,1,26,119.6
1011,sanasya,sanasya@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1129.9,96653,2024-02-15,00:19:01,32.569239,134.614124,0,50,242.5
1012,akshaya,akshaya@gmail.com,Fleet Manager,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4161.6,90258,2024-05-29,16:51:31,79.495885,163.039019,1,74,347.8
1013,mahitha,mahitha@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2001.83,05961,2024-10-27,09:30:44,-81.261408,-163.133323,0,84,386.4
1014,kruthika,kruthika@gmail.com,Driver,santhosh,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1927.62,74174,2024-11-08,07:21:48,10.026276,57.357381,1,52,234.0
1015,abhishek,abhishek@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4673.98,66707,2024-09-03,22:21:15,-86.755884,167.124742,1,55,266.75
1016,shree,shree@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3142.69,43046,2024-02-01,01:05:38,33.805922,-107.003892,0,83,381.8
1017,divya,divya@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4724.74,39257,2024-03-03,08:07:27,-23.947985,-133.342118,0,95,427.5
1018,manisha,manisha@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3915.94,09421,2024-07-19,15:13:08,25.436918,-148.979339,0,29,130.5
1019,teja,teja@gmail.com,Driver,jerlin,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2984.52,06419,2024-09-18,10:53:19,-21.150421,-103.122344,1,94,455.9
1020,ram,ram@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4821.87,77678,2024-04-05,02:07:44,59.417832,158.109761,1,2,8.5
1021,sanasya,sanasya@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1336.67,39194,2024-01-08,12:02:38,23.49009,61.549821,0,93,451.05
1022,akshaya,akshaya@gmail.com,Fleet Manager,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1200.44,74331,2024-03-23,03:59:02,-31.777423,165.346983,1,50,212.5
1023,mahitha,mahitha@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2108.31,17075,2024-08-18,06:34:38,30.664101,-90.587725,1,39,175.5
1024,kruthika,kruthika@gmail.com,Driver,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4983.27,48181,2024-09-13,18:40:52,10.189386,154.558127,1,58,266.8
1025,abhishek,abhishek@gmail.com,Fleet Manager,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3275.25,71928,2024-07-28,15:12:58,-89.828214,171.336912,1,71,301.75
1026,shree,shree@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3777.39,92249,2024-11-30,02:11:47,62.343365,-47.160856,1,91,409.5
1027,divya,divya@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1398.63,09234,2024-02-27,19:30:53,67.01329,23.375696,0,17,72.25
1028,manisha,manisha@gmail.com,Driver,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3774.79,62871,2024-09-25,09:54:07,-88.616924,107.531797,1,24,110.4
1029,teja,teja@gmail.com,Fleet Manager,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1837.92,50912,2024-05-16,19:44:36,60.534874,132.208287,1,92,446.2
1030,ram,ram@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3063.32,66893,2024-03-21,19:49:55,61.72409,70.422141,1,44,187.0
1031,sanasya,sanasya@gmail.com,Driver,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3872.61,42723,2024-07-05,21:41:07,56.525567,-164.188879,1,95,446.5
1032,akshaya,akshaya@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3545.61,71803,2024-03-09,03:41:20,-12.324892,75.401304,1,40,180.0
1033,mahitha,mahitha@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1141.44,26603,2024-06-27,19:46:10,58.68882,169.441966,0,33,160.05
1034,kruthika,kruthika@gmail.com,Driver,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4344.31,96016,2024-05-20,18:27:58,-42.522806,-157.513657,0,35,148.75
1035,abhishek,abhishek@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1562.4,85709,2024-02-28,09:47:42,-65.829328,-114.37155,1,40,170.0
1036,shree,shree@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1673.55,24302,2024-11-28,06:02:04,78.942144,127.970113,0,30,145.5
1037,divya,divya@gmail.com,Driver,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1483.22,36530,2024-05-16,02:02:57,47.045174,121.930765,0,4,18.4
1038,manisha,manisha@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1062.13,43033,2024-05-02,07:44:32,28.392821,-41.802579,1,4,17.0
1039,teja,teja@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2864.49,31421,2024-08-17,23:53:51,2.828754,115.068206,1,90,405.0
1040,ram,ram@gmail.com,Fleet Manager,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2401.16,90345,2024-04-02,11:40:14,43.168916,-72.88388,0,55,233.75
1041,sanasya,sanasya@gmail.com,Driver,jerlin,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2407.0,79424,2024-10-11,20:28:58,-55.700196,-86.816628,1,97,470.45
1042,akshaya,akshaya@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4102.8,81594,2024-10-08,01:26:14,69.524761,6.963175,0,26,122.2
1043,mahitha,mahitha@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3305.14,09629,2024-09-30,09:18:27,-1.440589,-30.056146,0,56,238.0
1044,kruthika,kruthika@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4195.11,32782,2024-10-06,18:12:34,-24.419528,22.21131,0,64,294.4
1045,abhishek,abhishek@gmail.com,Fleet Manager,jerlin,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1993.96,22524,2024-01-22,22:04:01,-10.033395,100.213961,0,13,63.05
1046,shree,shree@gmail.com,Fleet Manager,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2960.01,45180,2024-03-01,03:04:54,73.475148,-163.320157,0,31,142.6
1047,divya,divya@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2402.02,93601,2024-06-01,06:17:55,70.908961,64.212022,0,43,182.75
1048,manisha,manisha@gmail.com,Fleet Manager,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2034.55,94923,2024-11-15,02:12:31,31.994801,-127.532822,0,83,390.1
1049,teja,teja@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1118.74,93402,2024-07-04,13:10:51,75.396618,118.341531,0,61,274.5
1050,ram,ram@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2714.85,45154,2024-07-21,06:13:32,50.516978,41.127664,0,29,140.65
1051,sanasya,sanasya@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3075.08,78104,2024-07-20,17:15:36,29.731661,128.635565,1,86,417.1
1052,akshaya,akshaya@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4772.4,36474,2024-08-02,12:38:57,-61.631243,-120.979962,1,56,238.0
1053,mahitha,mahitha@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2589.25,52718,2024-01-18,07:42:17,23.7999,-2.767437,1,29,136.3
1054,kruthika,kruthika@gmail.com,Fleet Manager,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1841.51,91713,2024-01-09,10:47:32,-5.289892,-28.631829,0,80,368.0
1055,abhishek,abhishek@gmail.com,Fleet Manager,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4687.96,65210,2024-05-13,09:41:16,-42.675981,-176.929249,1,11,50.6
1056,shree,shree@gmail.com,Fleet Manager,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4184.98,39768,2024-04-01,14:53:00,-83.3474,-167.826293,0,6,27.0
1057,divya,divya@gmail.com,Driver,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4415.7,15535,2024-04-29,05:03:23,-44.796992,14.929541,1,78,331.5
1058,manisha,manisha@gmail.com,Fleet Manager,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2552.4,09532,2024-02-18,08:29:34,-0.315824,-161.083886,1,28,128.8
1059,teja,teja@gmail.com,Fleet Manager,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3949.54,42797,2024-08-22,18:15:00,-64.233717,64.563342,1,54,229.5
1060,ram,ram@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1220.11,08268,2024-08-06,12:19:03,33.761012,-44.719355,0,76,357.2
1061,sanasya,sanasya@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3912.92,46538,2024-11-22,11:31:22,-73.533128,38.934181,0,78,366.6
1062,akshaya,akshaya@gmail.com,Fleet Manager,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3584.19,18976,2024-04-04,18:08:12,-8.058731,-12.157493,0,61,286.7
1063,mahitha,mahitha@gmail.com,Driver,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1567.34,51638,2024-11-07,19:51:35,-9.255385,-132.72431,1,90,414.0
1064,kruthika,kruthika@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3676.32,50749,2024-03-21,01:29:57,-56.408228,106.180157,0,51,247.35
1065,abhishek,abhishek@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1497.88,78908,2024-07-22,12:37:10,74.164737,-148.570422,0,78,351.0
1066,shree,shree@gmail.com,Fleet Manager,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4534.24,20923,2024-01-23,10:25:12,-81.678119,-19.901949,1,85,361.25
1067,divya,divya@gmail.com,Driver,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1387.79,53803,2024-03-09,14:20:40,67.867274,168.771624,0,94,399.5
1068,manisha,manisha@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3306.66,24861,2024-05-11,20:34:00,-41.596938,-150.297423,1,95,403.75
1069,teja,teja@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3114.71,82991,2024-04-30,16:30:52,56.725143,179.010811,1,37,173.9
1070,ram,ram@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3100.35,68628,2024-07-04,18:28:36,-13.741826,113.261339,0,59,286.15
1071,sanasya,sanasya@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1055.21,06275,2024-01-19,13:51:22,-78.196779,-95.752838,1,71,319.5
1072,akshaya,akshaya@gmail.com,Driver,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3920.15,33744,2024-03-10,11:14:53,72.510253,148.61128,1,83,352.75
1073,mahitha,mahitha@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1590.79,65888,2024-03-04,22:26:52,12.336891,94.388083,0,72,331.2
1074,kruthika,kruthika@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1731.25,19038,2024-11-07,19:58:07,-59.45241,49.811167,0,90,382.5
1075,abhishek,abhishek@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2786.27,20312,2024-08-06,21:49:38,33.580637,-52.773444,0,88,404.8
1076,shree,shree@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3665.4,93035,2024-01-10,05:36:06,17.921723,-134.368263,1,68,329.8
1077,divya,divya@gmail.com,Fleet Manager,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4855.28,14783,2024-02-22,20:19:47,-20.029689,-77.437951,0,59,286.15
1078,manisha,manisha@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4149.65,01886,2024-07-26,13:07:32,-81.184068,-160.87273,1,92,446.2
1079,teja,teja@gmail.com,Driver,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4703.54,85731,2024-01-31,06:20:21,-2.805331,86.475506,0,33,140.25
1080,ram,ram@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1716.49,57425,2024-09-12,17:05:58,-18.729102,-138.286645,0,77,346.5
1081,sanasya,sanasya@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2131.42,01081,2024-01-12,13:03:57,4.230554,26.082187,1,30,141.0
1082,akshaya,akshaya@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3979.0,29968,2024-03-25,08:39:40,-73.120895,-127.722499,0,90,382.5
1083,mahitha,mahitha@gmail.com,Driver,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2484.59,65209,2024-03-20,09:00:03,5.389509,-158.590435,0,72,306.0
1084,kruthika,kruthika@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1696.11,67926,2024-02-19,11:54:23,75.17355,164.182284,0,55,258.5
1085,abhishek,abhishek@gmail.com,Fleet Manager,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1605.43,15730,2024-11-08,16:05:30,-10.039778,-8.24109,1,35,148.75
1086,shree,shree@gmail.com,Driver,jerlin,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4876.17,73270,2024-12-03,19:34:57,40.678744,-52.116677,0,3,14.55
1087,divya,divya@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4936.05,77154,2024-07-01,11:15:59,24.992255,149.236769,1,8,37.6
1088,manisha,manisha@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1939.85,51892,2024-09-08,04:30:24,26.12647,99.668593,1,63,296.1
1089,teja,teja@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4035.08,72824,2024-07-15,19:42:47,-68.032543,-157.521012,0,9,42.3
1090,ram,ram@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1843.22,76873,2024-11-19,19:38:28,-36.789096,97.909184,0,16,68.0
1091,sanasya,sanasya@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1565.81,20661,2024-10-10,19:07:31,14.62655,119.769083,0,29,136.3
1092,akshaya,akshaya@gmail.com,Driver,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2849.31,66039,2024-03-03,12:32:33,-63.150724,133.16227,1,7,32.9
1093,mahitha,mahitha@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3120.77,29187,2024-03-06,13:04:14,-3.560158,-131.721868,0,14,59.5
1094,kruthika,kruthika@gmail.com,Fleet Manager,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3402.14,37100,2024-05-31,23:42:28,60.539554,-25.152594,0,43,197.8
1095,abhishek,abhishek@gmail.com,Fleet Manager,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3202.65,91076,2024-07-16,13:56:05,-10.188726,118.76145,0,100,485.0
1096,shree,shree@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2851.16,38785,2024-07-06,23:01:58,37.822969,155.242818,1,68,306.0
1097,divya,divya@gmail.com,Fleet Manager,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4294.97,11772,2024-08-19,08:09:06,-74.908447,132.843903,1,34,164.9
1098,manisha,manisha@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3975.62,35020,2024-04-17,09:59:23,48.566393,-14.872287,0,48,232.8
1099,teja,teja@gmail.com,Fleet Manager,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4695.35,78710,2024-06-25,13:36:43,67.869291,-57.05339,1,75,363.75
1100,ram,ram@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2951.65,25058,2024-02-08,00:00:32,59.616889,162.675166,0,51,247.35
1101,sanasya,sanasya@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4579.44,31550,2024-07-16,22:15:43,72.936411,142.998259,0,89,400.5
1102,akshaya,akshaya@gmail.com,Driver,santhosh,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2290.05,95004,2024-07-16,07:15:06,-42.49564,-89.272229,0,79,355.5
1103,mahitha,mahitha@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4795.13,58978,2024-10-13,19:16:45,-82.987545,76.378954,0,89,418.3
1104,kruthika,kruthika@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4445.29,06734,2024-04-10,00:11:39,-63.599615,-169.806393,1,70,315.0
1105,abhishek,abhishek@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1402.64,43983,2024-08-29,02:05:05,-5.293126,104.63013,1,41,192.7
1106,shree,shree@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2499.31,09210,2024-04-28,07:39:06,-1.991583,-78.114057,0,4,18.8
1107,divya,divya@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1435.78,89400,2024-08-29,04:48:05,71.89993,89.511267,1,18,81.0
1108,manisha,manisha@gmail.com,Driver,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3849.54,77805,2024-08-30,22:48:55,25.838652,149.613812,1,5,21.25
1109,teja,teja@gmail.com,Fleet Manager,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3450.02,84833,2024-03-12,10:41:07,-57.880255,-132.201797,1,24,108.0
1110,ram,ram@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3986.38,22258,2024-10-12,15:24:34,-88.480463,135.122315,1,87,391.5
1111,sanasya,sanasya@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4158.24,46490,2024-11-30,01:55:46,-55.35446,-27.947632,1,27,124.2
1112,akshaya,akshaya@gmail.com,Fleet Manager,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2474.96,08389,2024-10-13,02:50:58,-70.480624,20.356505,1,56,257.6
1113,mahitha,mahitha@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1018.88,75657,2024-08-20,13:38:50,-76.483613,109.813228,1,56,271.6
1114,kruthika,kruthika@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1018.16,74410,2024-07-24,11:44:01,61.05904,-153.310582,1,83,402.55
