id,username,email,role,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
1027,bruce95,bruce95@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1138.93,79859,2024-03-30,17:54:04,-44.364065,9.259252,0,1,4.25
1028,elizabethkelley,elizabethkelley@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4126.93,44757,2024-10-19,09:21:21,-74.693785,177.45256,1,24,116.4
1029,johnmoore,johnmoore@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2267.53,01518,2024-07-16,23:06:03,7.607573,-145.625022,0,98,460.6
1030,williamsdebra,williamsdebra@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3683.22,12236,2024-03-03,11:32:32,78.997846,159.018246,0,59,265.5
1031,qgonzalez,qgonzalez@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2864.41,03177,2024-01-26,15:43:09,-37.978532,-18.08956,1,54,248.4
1032,charlotte99,charlotte99@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3508.86,95650,2024-08-31,04:24:00,-73.970267,-9.286829,0,94,432.4
1033,nbyrd,nbyrd@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3517.81,56269,2024-10-22,01:41:16,-14.19097,77.653205,1,21,94.5
1034,robert14,robert14@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1108.83,80884,2024-05-11,04:49:33,-43.648188,73.447381,1,84,386.4
1035,james30,james30@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4702.65,35050,2024-06-05,08:32:02,-13.366726,74.987271,0,84,357.0
1036,justingrimes,justingrimes@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4181.37,95912,2024-09-29,04:13:44,61.733522,133.95705,1,79,363.4
1037,theresacohen,theresacohen@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2565.55,40931,2024-04-15,23:23:25,76.091901,58.65116,0,15,67.5
1038,kyle35,kyle35@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2936.51,50147,2024-11-07,00:17:00,67.465972,30.980485,0,90,436.5
1039,christinaspencer,christinaspencer@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1972.99,55075,2024-10-31,22:18:36,-21.061113,20.570654,1,97,412.25
1040,igarza,igarza@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1737.32,54529,2024-03-06,17:12:23,9.593173,53.177998,0,63,296.1
1041,fergusonmichelle,fergusonmichelle@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1594.86,78168,2024-07-11,22:44:52,-78.096965,-128.681541,0,57,262.2
1042,sherrywheeler,sherrywheeler@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4857.62,42518,2024-03-03,23:20:28,85.857545,-133.153181,1,53,257.05
1043,angelamoore,angelamoore@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4912.32,81871,2024-01-27,21:31:57,-0.586781,-111.632586,0,55,233.75
1044,dustinwhite,dustinwhite@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1877.29,78278,2024-10-20,06:30:12,73.012368,44.993706,0,33,160.05
1045,vcarroll,vcarroll@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2699.62,58961,2024-03-15,19:56:18,-20.53661,48.237271,0,11,50.6
1046,lmathis,lmathis@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2785.91,68531,2024-04-06,12:30:07,15.057339,13.388119,0,98,441.0
1047,elizabethelliott,elizabethelliott@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3434.59,23551,2024-07-15,02:25:44,36.813584,-90.931382,1,89,400.5
1048,tanyasilva,tanyasilva@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4599.25,58658,2024-11-01,04:07:58,-21.98843,-170.420004,0,23,108.1
1049,john63,john63@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1962.41,17625,2024-04-08,11:02:25,35.014501,91.889007,0,2,9.4
1050,alyssabernard,alyssabernard@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3881.75,02949,2024-08-08,20:55:16,-88.907876,-174.322353,1,8,38.8
1051,portega,portega@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1404.09,09623,2024-06-18,11:58:46,76.011275,-124.462893,1,26,126.1
1052,tholt,tholt@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2882.08,64363,2024-09-04,22:52:20,60.519912,-176.138659,1,36,169.2
1053,rochaheather,rochaheather@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4513.26,67167,2024-02-10,02:06:36,30.246669,73.163041,1,22,106.7
1054,joshuamiddleton,joshuamiddleton@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4284.29,09801,2024-10-20,20:12:07,20.955255,38.258859,0,7,32.2
1055,onealthomas,onealthomas@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4044.22,30698,2024-09-02,15:29:49,64.936545,-15.058141,1,37,166.5
1056,hillmichael,hillmichael@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1708.38,32731,2024-05-19,07:48:50,-39.665931,-21.609084,0,91,441.35
1057,alisha16,alisha16@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2492.94,27187,2024-08-28,02:32:45,88.620432,-99.708387,1,28,135.8
1058,johnsonleah,johnsonleah@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1205.14,59495,2024-10-29,02:47:33,-72.407523,-88.806273,1,13,55.25
1059,robertbarker,robertbarker@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3908.19,19671,2024-08-03,11:03:46,0.67514,21.775045,1,5,24.25
1060,martintroy,martintroy@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1720.67,76690,2024-05-07,00:13:21,29.509542,169.151661,1,9,40.5
1061,maria21,maria21@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2313.33,26341,2024-01-24,18:32:59,46.244639,-177.412675,1,34,159.8
1062,martinezalexandra,martinezalexandra@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4090.73,40032,2024-03-06,05:17:16,48.313151,115.054922,0,57,267.9
1063,terrellnicole,terrellnicole@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1389.76,54904,2024-05-27,11:41:08,72.504174,162.155546,1,59,286.15
1064,dawnanderson,dawnanderson@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3650.21,01417,2024-06-10,02:08:42,73.01614,-177.841792,1,40,194.0
1065,victoriabush,victoriabush@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3138.54,32674,2024-11-12,07:49:41,-19.790244,166.902364,0,44,202.4
1066,kimberlybrown,kimberlybrown@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2311.83,45405,2024-06-05,06:21:02,6.67657,-80.053221,0,11,50.6
1067,davisnicole,davisnicole@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4478.13,15102,2024-10-04,05:32:54,-4.101035,-8.307936,1,36,174.6
1068,timothy65,timothy65@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3552.3,60459,2024-06-25,13:22:22,-83.064519,-177.368429,0,55,233.75
1069,frankmoreno,frankmoreno@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2937.18,10903,2024-07-02,06:34:37,14.669102,94.572274,0,40,184.0
1070,mroman,mroman@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2587.55,88623,2024-07-23,16:38:55,-27.488173,-104.887958,0,46,211.6
1071,vwalker,vwalker@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3499.33,14493,2024-03-17,19:16:55,41.789728,-155.954994,1,15,63.75
1072,qkoch,qkoch@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1888.16,02616,2024-04-19,20:54:41,89.474251,112.445438,0,47,220.9
1073,uolson,uolson@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1698.42,38469,2024-05-29,17:55:21,24.829808,-64.733146,0,35,161.0
1074,sali,sali@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3629.71,90318,2024-10-28,10:45:47,-12.298589,65.419111,0,84,378.0
1075,maria03,maria03@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2605.5,02243,2024-03-28,12:32:26,-13.370993,3.26907,0,40,184.0
1076,calvin38,calvin38@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3690.41,51385,2024-04-06,12:14:30,35.486633,108.457128,1,98,416.5
1077,jgarza,jgarza@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4124.48,86140,2024-06-15,13:49:02,56.199359,89.695458,0,3,13.8
1078,williambrown,williambrown@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4209.71,56477,2024-01-29,00:13:22,12.962841,74.590882,1,91,386.75
1079,chad35,chad35@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1869.04,91114,2024-10-05,13:27:01,-32.140435,43.135293,1,15,69.0
1080,jallen,jallen@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4746.99,51566,2024-03-28,17:00:17,-39.981875,29.538359,1,72,324.0
1081,pstone,pstone@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1840.61,73929,2024-04-10,07:50:40,-16.571815,167.718106,0,50,230.0
1082,abyrd,abyrd@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3399.1,63923,2024-10-26,06:00:55,51.84019,-164.894129,1,4,18.4
1083,susan29,susan29@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4769.05,25988,2024-02-17,02:17:49,-56.356167,-40.645422,0,88,413.6
1084,joshua89,joshua89@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2805.47,98331,2024-06-04,14:07:36,-57.060375,12.493111,1,56,252.0
1085,halljaclyn,halljaclyn@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1592.64,49123,2024-11-24,04:44:18,75.546752,-12.05304,1,13,59.8
1086,williamsjeanette,williamsjeanette@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4994.22,94720,2024-05-23,23:50:46,-61.37042,-5.638737,1,99,420.75
1087,joncampos,joncampos@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1195.33,18133,2024-11-29,19:23:55,-70.094323,77.334343,0,53,249.1
1088,jonathan48,jonathan48@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4448.27,04363,2024-02-15,02:39:49,-0.594213,-135.100036,0,44,202.4
1089,wendy89,wendy89@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2600.18,23454,2024-09-02,19:52:18,53.767301,138.479702,1,31,142.6
1090,ehickman,ehickman@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4950.68,08645,2024-05-18,13:40:29,68.352889,-37.77244,1,28,128.8
1091,qbarrett,qbarrett@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3279.37,28850,2024-09-14,23:14:27,52.219984,124.082469,1,100,450.0
1092,jessicaanderson,jessicaanderson@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1919.45,04376,2024-08-11,17:20:16,32.86025,-6.420475,0,42,178.5
1093,aliciahernandez,aliciahernandez@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1227.81,69205,2024-05-20,19:27:06,-72.629048,121.469987,1,14,67.9
1094,alexandersally,alexandersally@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2030.77,15325,2024-05-05,23:32:24,-70.723109,-137.958157,0,11,49.5
1095,fitzgeraldbenjamin,fitzgeraldbenjamin@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3433.39,96658,2024-02-22,17:40:02,-69.760895,-55.659949,1,66,297.0
1096,uellis,uellis@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4458.36,41722,2024-04-16,03:43:03,57.292085,123.650348,0,65,315.25
1097,nmiller,nmiller@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1770.86,03792,2024-05-26,02:03:03,42.741242,-85.729591,1,13,55.25
1098,acevedoalexander,acevedoalexander@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1758.27,98948,2024-11-01,16:14:47,-60.455046,153.674837,1,85,399.5
1099,eperez,eperez@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3718.73,38485,2024-07-06,05:46:15,38.699141,39.524921,0,19,87.4
1100,eduardoavery,eduardoavery@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3397.41,77940,2024-08-15,23:45:54,-52.479817,-167.027749,0,17,72.25
1101,johnsonmike,johnsonmike@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2018.53,04762,2024-10-22,13:21:45,0.169786,61.216093,0,56,252.0
1102,hawkinskatherine,hawkinskatherine@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3768.57,60376,2024-01-08,22:52:59,64.079204,157.162987,1,96,451.2
1103,benjamin70,benjamin70@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2864.93,10841,2024-05-29,16:28:49,-75.685098,139.118171,1,49,208.25
1104,ubrown,ubrown@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4540.21,20442,2024-06-16,08:59:45,-37.504675,150.159887,1,89,378.25
1105,erica29,erica29@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4068.39,97695,2024-07-04,21:02:06,80.922022,86.930072,1,45,202.5
1106,igrant,igrant@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2647.29,46397,2024-06-09,10:15:47,-44.765568,-31.943088,1,39,165.75
1107,jenkinsgregory,jenkinsgregory@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3268.61,95207,2024-02-01,00:01:51,-25.495709,-48.312529,1,7,33.95
1108,kenneth98,kenneth98@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1765.39,18068,2024-08-14,19:14:01,63.948122,-58.612771,1,44,187.0
1109,emily46,emily46@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2688.19,49842,2024-01-30,18:23:46,32.552653,25.960703,0,57,242.25
1110,rachel04,rachel04@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3982.64,23494,2024-11-13,19:25:39,27.097167,-87.236583,0,3,14.1
1111,tdouglas,tdouglas@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1819.9,39127,2024-03-09,16:44:25,-82.483713,-62.335416,0,9,38.25
1112,iperry,iperry@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4429.67,14804,2024-06-16,19:54:34,89.566402,-168.503225,0,96,441.6
1113,taylor90,taylor90@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3348.37,83919,2024-07-07,09:56:33,31.126843,-33.044571,0,30,141.0
1114,zvaldez,zvaldez@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4460.98,54789,2024-06-07,07:33:50,-52.762847,31.55528,0,85,399.5
1115,brittanymeyer,brittanymeyer@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3751.45,84329,2024-01-05,15:11:41,13.316276,35.055725,0,87,408.9
1116,monicayang,monicayang@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1426.53,23016,2024-05-03,08:33:36,23.844607,-3.60681,0,51,247.35
1117,johnsonronald,johnsonronald@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3203.95,80780,2024-09-20,23:56:09,33.367744,-121.781434,0,10,46.0
1118,robertsweeney,robertsweeney@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2350.26,20332,2024-05-22,11:59:52,12.25655,-58.436474,1,48,225.6
1119,jennifer59,jennifer59@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4868.68,02414,2024-11-09,16:13:30,-42.550938,-9.657618,1,89,431.65
1120,conniewolf,conniewolf@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2528.64,81369,2024-09-12,03:15:48,-18.862185,140.171847,0,9,41.4
1121,kelleypatrick,kelleypatrick@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1123.63,13800,2024-02-02,07:06:09,-73.889147,-51.320653,1,7,33.95
1122,dianagreen,dianagreen@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4173.68,84998,2024-05-24,14:02:48,-79.305996,12.584628,1,49,230.3
1123,xorozco,xorozco@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4452.55,92019,2024-04-21,06:22:04,20.377618,124.98135,0,10,47.0
1124,billypark,billypark@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2203.8,58782,2024-09-16,13:23:46,-2.53829,68.522175,0,83,381.8
1125,fritzkimberly,fritzkimberly@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2293.83,43065,2024-02-27,04:06:32,23.90921,35.721918,1,4,18.0
1126,jessica36,jessica36@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4750.21,02061,2024-03-05,01:45:27,38.694829,-80.116572,0,81,364.5
1127,torresjames,torresjames@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2959.64,60268,2024-11-25,08:00:58,-54.422843,-64.828289,0,90,436.5
1128,renee52,renee52@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4929.27,61677,2024-07-19,18:20:45,-58.053155,-60.636146,1,97,436.5
1129,lozanowalter,lozanowalter@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4549.77,58019,2024-04-15,16:14:59,-72.538812,110.278034,0,96,441.6
1130,gallagheranthony,gallagheranthony@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1713.56,45203,2024-05-12,18:21:22,7.70693,121.492961,0,64,300.8
1131,stanleyamy,stanleyamy@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4112.39,91111,2024-08-02,00:32:55,-69.441291,-92.880872,0,94,432.4
1132,michael27,michael27@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1738.22,21789,2024-05-13,11:55:44,52.502324,-7.56047,1,48,225.6
1133,youngroberto,youngroberto@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1393.62,16127,2024-10-08,05:17:27,-26.654461,78.988434,0,30,135.0
1134,grahamkevin,grahamkevin@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4858.9,88356,2024-06-02,10:56:54,-78.847829,110.000764,1,58,246.5
1135,frederickhuff,frederickhuff@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4767.2,63595,2024-02-12,12:34:54,88.91526,-74.368191,0,73,335.8
1136,olopez,olopez@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4952.99,87187,2024-06-09,16:42:15,-47.66631,175.019293,1,81,372.6
1137,gdavis,gdavis@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1488.81,89445,2024-04-17,08:55:44,-80.214057,-28.713094,0,99,445.5
1138,thompsondaniel,thompsondaniel@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3168.0,68880,2024-09-24,20:34:02,-3.076318,121.904008,0,82,377.2
1139,morajessica,morajessica@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1528.12,49231,2024-07-26,04:44:03,-88.775143,-129.762871,1,6,27.0
1140,phillipsnicole,phillipsnicole@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2178.47,35540,2024-01-16,16:21:18,76.498829,101.230811,1,21,94.5
1141,evanssarah,evanssarah@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4794.07,81770,2024-03-26,15:46:04,-66.262716,-98.652103,1,60,255.0
1142,pbarton,pbarton@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2507.11,54237,2024-11-17,20:54:28,-69.42487,175.082357,1,65,292.5
1143,thorntoncheryl,thorntoncheryl@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1144.1,40412,2024-03-19,08:15:33,0.349941,84.086003,1,7,32.9
1144,sallymartinez,sallymartinez@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1229.85,29502,2024-05-04,05:25:58,-10.459741,-36.40631,1,79,371.3
